id,from,to,type,speed,length,cost
-223105078#3,from_-223105078#3,to_-223105078#3,real,13.89,49.86,3.58963282937365
-223105078#4,from_-223105078#4,to_-223105078#4,real,13.89,42.26,3.04247660187185
-223138918#1,from_-223138918#1,to_-223138918#1,real,22.22,48.84,2.198019801980198
-223138918#2,from_-223138918#2,to_-223138918#2,real,22.22,78.55,3.535103510351035
-223138918#6,from_-223138918#6,to_-223138918#6,real,22.22,125.72,5.657965796579658
-223138920#6,from_-223138920#6,to_-223138920#6,real,22.22,294.9,13.27182718271827
-223138921#1,from_-223138921#1,to_-223138921#1,real,22.22,20.98,0.9441944194419443
-223138921#10,from_-223138921#10,to_-223138921#10,real,22.22,5.9,0.26552655265526554
-223138921#3,from_-223138921#3,to_-223138921#3,real,22.22,55.33,2.49009900990099
-223138921#4,from_-223138921#4,to_-223138921#4,real,22.22,55.11,2.48019801980198
-223138921#6,from_-223138921#6,to_-223138921#6,real,22.22,4.76,0.21422142214221424
-223138921#7,from_-223138921#7,to_-223138921#7,real,22.22,9.03,0.4063906390639064
-223138921#8,from_-223138921#8,to_-223138921#8,real,22.22,74.22,3.34023402340234
-223138922#1,from_-223138922#1,to_-223138922#1,real,13.89,224.81,16.18502519798416
-223138922#2,from_-223138922#2,to_-223138922#2,real,13.89,257.75,18.5565154787617
-223166689#2,from_-223166689#2,to_-223166689#2,real,13.89,120.34,8.663786897048237
-223166689#3,from_-223166689#3,to_-223166689#3,real,13.89,24.38,1.7552195824334051
-223166689#9,from_-223166689#9,to_-223166689#9,real,13.89,218.3,15.716342692584593
-223177065#1,from_-223177065#1,to_-223177065#1,real,13.89,169.32,12.190064794816413
-223177065#3,from_-223177065#3,to_-223177065#3,real,13.89,84.47,6.081353491720662
-223177065#4,from_-223177065#4,to_-223177065#4,real,13.89,98.75,7.109431245500359
-223177067#0,from_-223177067#0,to_-223177067#0,real,22.22,104.38,4.697569756975698
-223177067#1,from_-223177067#1,to_-223177067#1,real,22.22,38.61,1.7376237623762376
-223177067#11,from_-223177067#11,to_-223177067#11,real,22.22,231.99,10.440594059405942
-223177067#2,from_-223177067#2,to_-223177067#2,real,22.22,37.53,1.689018901890189
-223177067#6,from_-223177067#6,to_-223177067#6,real,22.22,105.56,4.750675067506751
-223203418#1,from_-223203418#1,to_-223203418#1,real,13.89,98.76,7.110151187904967
-223203418#5,from_-223203418#5,to_-223203418#5,real,13.89,52.88,3.8070554355651547
-223203426#1,from_-223203426#1,to_-223203426#1,real,22.22,25.67,1.1552655265526555
-223203430#1,from_-223203430#1,to_-223203430#1,real,19.44,384.63,19.785493827160494
-223203430#2,from_-223203430#2,to_-223203430#2,real,19.44,126.6,6.512345679012345
-223299683#1,from_-223299683#1,to_-223299683#1,real,13.89,286.86,20.652267818574515
-223299683#2,from_-223299683#2,to_-223299683#2,real,13.89,74.69,5.3772498200143986
-223299688#1,from_-223299688#1,to_-223299688#1,real,13.89,173.41,12.484521238300935
-223456892#0,from_-223456892#0,to_-223456892#0,real,13.89,33.83,2.435565154787617
-223456892#1,from_-223456892#1,to_-223456892#1,real,13.89,46.35,3.3369330453563713
-223456893,from_-223456893,to_-223456893,real,13.89,93.44,6.727141828653707
-223456894,from_-223456894,to_-223456894,real,13.89,78.08,5.621310295176386
-223456895#1,from_-223456895#1,to_-223456895#1,real,8.33,173.03,20.7719087635054
-223456895#6,from_-223456895#6,to_-223456895#6,real,8.33,88.37,10.608643457382954
-223456895#7,from_-223456895#7,to_-223456895#7,real,8.33,101.89,12.231692677070829
-223456895#8,from_-223456895#8,to_-223456895#8,real,8.33,64.35,7.725090036014405
-223456897#1,from_-223456897#1,to_-223456897#1,real,22.22,111.26,5.0072007200720074
-223456897#4,from_-223456897#4,to_-223456897#4,real,22.22,62.42,2.8091809180918093
-223456898#1,from_-223456898#1,to_-223456898#1,real,22.22,68.29,3.073357335733574
-223456898#2,from_-223456898#2,to_-223456898#2,real,22.22,104.18,4.688568856885689
-223456898#5,from_-223456898#5,to_-223456898#5,real,22.22,131.1,5.9000900090009
-223456898#6,from_-223456898#6,to_-223456898#6,real,22.22,16.28,0.7326732673267328
-223456899#1,from_-223456899#1,to_-223456899#1,real,13.89,120.9,8.704103671706264
-223456899#10,from_-223456899#10,to_-223456899#10,real,13.89,89.77,6.462922966162706
-223456899#11,from_-223456899#11,to_-223456899#11,real,13.89,39.96,2.876889848812095
-223456899#13,from_-223456899#13,to_-223456899#13,real,13.89,111.14,8.001439884809216
-223456899#2,from_-223456899#2,to_-223456899#2,real,13.89,125.69,9.048956083513318
-223456899#3,from_-223456899#3,to_-223456899#3,real,13.89,67.34,4.84809215262779
-223456899#5,from_-223456899#5,to_-223456899#5,real,13.89,87.26,6.282217422606192
-223456899#6,from_-223456899#6,to_-223456899#6,real,13.89,36.04,2.5946724262059035
-223456899#8,from_-223456899#8,to_-223456899#8,real,13.89,83.01,5.976241900647948
-223456899#9,from_-223456899#9,to_-223456899#9,real,13.89,87.68,6.3124550035997125
-223462574#1,from_-223462574#1,to_-223462574#1,real,22.22,416.05,18.724122412241226
-223462575#2,from_-223462575#2,to_-223462575#2,real,11.11,94.6,8.514851485148515
-223462575#6,from_-223462575#6,to_-223462575#6,real,11.11,117.01,10.531953195319533
-223462576#0,from_-223462576#0,to_-223462576#0,real,13.89,91.36,6.57739380849532
-223462576#3,from_-223462576#3,to_-223462576#3,real,13.89,215.77,15.534197264218863
-223462576#5,from_-223462576#5,to_-223462576#5,real,13.89,219.96,15.83585313174946
-223462576#7,from_-223462576#7,to_-223462576#7,real,13.89,159.93,11.514038876889849
-223462577,from_-223462577,to_-223462577,real,13.89,6.82,0.49100071994240463
-223462578#8,from_-223462578#8,to_-223462578#8,real,22.22,878.68,39.54455445544554
-223462581#4,from_-223462581#4,to_-223462581#4,real,13.89,112.58,8.105111591072713
-223470795#13,from_-223470795#13,to_-223470795#13,real,13.89,172.91,12.448524118070553
-223470795#9,from_-223470795#9,to_-223470795#9,real,13.89,508.44,36.604751619870406
-223470796#1,from_-223470796#1,to_-223470796#1,real,13.89,26.89,1.9359251259899208
-223505199,from_-223505199,to_-223505199,real,13.89,5.67,0.40820734341252696
-223505200#3,from_-223505200#3,to_-223505200#3,real,13.89,92.93,6.690424766018719
-223505201#1,from_-223505201#1,to_-223505201#1,real,13.89,105.97,7.629229661627069
-223572250#5,from_-223572250#5,to_-223572250#5,real,13.89,219.7,15.81713462922966
-223572251#0,from_-223572251#0,to_-223572251#0,real,13.89,101.55,7.311015118790496
-223572251#1,from_-223572251#1,to_-223572251#1,real,13.89,83.48,6.010079193664507
-223572251#5,from_-223572251#5,to_-223572251#5,real,13.89,137.47,9.897048236141108
-223572252#3,from_-223572252#3,to_-223572252#3,real,13.89,257.08,18.508279337652986
-223572253#3,from_-223572253#3,to_-223572253#3,real,13.89,159.8,11.50467962562995
-223572254#1,from_-223572254#1,to_-223572254#1,real,13.89,57.5,4.13966882649388
-223572255#2,from_-223572255#2,to_-223572255#2,real,13.89,80.93,5.826493880489561
-223572256#1,from_-223572256#1,to_-223572256#1,real,13.89,75.62,5.444204463642909
-223572256#2,from_-223572256#2,to_-223572256#2,real,13.89,115.24,8.296616270698344
-223572257#1,from_-223572257#1,to_-223572257#1,real,13.89,71.12,5.120230381569475
-223572257#11,from_-223572257#11,to_-223572257#11,real,13.89,44.34,3.1922246220302375
-223572257#7,from_-223572257#7,to_-223572257#7,real,13.89,117.35,8.448524118070553
-223572257#8,from_-223572257#8,to_-223572257#8,real,13.89,24.63,1.773218142548596
-223572258,from_-223572258,to_-223572258,real,13.89,0.2,0.014398848092152628
-223583501#2,from_-223583501#2,to_-223583501#2,real,13.89,168.91,12.160547156227501
-223583502#2,from_-223583502#2,to_-223583502#2,real,27.78,126.72,4.561555075593953
-223586490#1,from_-223586490#1,to_-223586490#1,real,13.89,112.87,8.125989920806335
-223586490#2,from_-223586490#2,to_-223586490#2,real,13.89,76.87,5.534197264218863
-223586490#3,from_-223586490#3,to_-223586490#3,real,13.89,69.13,4.976961843052555
-223586491#1,from_-223586491#1,to_-223586491#1,real,13.89,187.57,13.503959683225341
-223586491#2,from_-223586491#2,to_-223586491#2,real,13.89,52.32,3.7667386609071274
-223586491#4,from_-223586491#4,to_-223586491#4,real,13.89,67.24,4.8408927285817125
-223586491#5,from_-223586491#5,to_-223586491#5,real,13.89,136.88,9.854571634269258
-223586491#7,from_-223586491#7,to_-223586491#7,real,13.89,280.45,20.19078473722102
-223586492#0,from_-223586492#0,to_-223586492#0,real,13.89,91.46,6.584593232541396
-223586492#10,from_-223586492#10,to_-223586492#10,real,13.89,181.6,13.074154067674584
-223586492#2,from_-223586492#2,to_-223586492#2,real,13.89,74.27,5.347012239020878
-223586492#3,from_-223586492#3,to_-223586492#3,real,13.89,146.48,10.545716342692584
-223586492#4,from_-223586492#4,to_-223586492#4,real,13.89,71.88,5.174946004319654
-223586492#6,from_-223586492#6,to_-223586492#6,real,13.89,80.13,5.76889848812095
-223586492#7,from_-223586492#7,to_-223586492#7,real,13.89,222.99,16.053995680345572
-223586493,from_-223586493,to_-223586493,real,13.89,10.07,0.7249820014398848
-223586494,from_-223586494,to_-223586494,real,13.89,65.75,4.7336213102951765
-223600258#0,from_-223600258#0,to_-223600258#0,real,13.89,33.19,2.3894888408927284
-223600258#1,from_-223600258#1,to_-223600258#1,real,13.89,25.71,1.8509719222462202
-223600258#4,from_-223600258#4,to_-223600258#4,real,13.89,178.58,12.856731461483081
-223600263#0,from_-223600263#0,to_-223600263#0,real,22.22,64.69,2.911341134113411
-223600263#12,from_-223600263#12,to_-223600263#12,real,22.22,212.08,9.544554455445546
-223600263#2,from_-223600263#2,to_-223600263#2,real,22.22,40.57,1.825832583258326
-223600263#3,from_-223600263#3,to_-223600263#3,real,22.22,56.09,2.5243024302430244
-223600263#4,from_-223600263#4,to_-223600263#4,real,22.22,61.2,2.7542754275427543
-223600263#5,from_-223600263#5,to_-223600263#5,real,22.22,53.24,2.3960396039603964
-223600263#6,from_-223600263#6,to_-223600263#6,real,22.22,58.6,2.6372637263726375
-223600263#9,from_-223600263#9,to_-223600263#9,real,22.22,50.87,2.2893789378937894
-223600267#11,from_-223600267#11,to_-223600267#11,real,13.89,124.14,8.937365010799136
-223600267#12,from_-223600267#12,to_-223600267#12,real,13.89,49.04,3.530597552195824
-223600267#15,from_-223600267#15,to_-223600267#15,real,13.89,40.95,2.9481641468682507
-223600267#4,from_-223600267#4,to_-223600267#4,real,13.89,218.41,15.724262059035276
-223600267#5,from_-223600267#5,to_-223600267#5,real,13.89,179.9,12.951763858891288
-223643145#1,from_-223643145#1,to_-223643145#1,real,13.89,135.72,9.771058315334773
-223643145#2,from_-223643145#2,to_-223643145#2,real,13.89,87.68,6.3124550035997125
-223643147#2,from_-223643147#2,to_-223643147#2,real,19.44,294.04,15.12551440329218
-223727785#10,from_-223727785#10,to_-223727785#10,real,8.33,65.83,7.902761104441776
-223727785#5,from_-223727785#5,to_-223727785#5,real,8.33,120.38,14.451380552220888
-223727785#9,from_-223727785#9,to_-223727785#9,real,8.33,113.37,13.60984393757503
-223727787#4,from_-223727787#4,to_-223727787#4,real,27.78,154.45,5.559755219582433
-223727787#7,from_-223727787#7,to_-223727787#7,real,27.78,111.93,4.029157667386609
-223731399#1,from_-223731399#1,to_-223731399#1,real,22.22,40.98,1.8442844284428443
-223747986,from_-223747986,to_-223747986,real,13.89,0.2,0.014398848092152628
-223747989#1,from_-223747989#1,to_-223747989#1,real,13.89,0.2,0.014398848092152628
-223747990#0,from_-223747990#0,to_-223747990#0,real,13.89,199.48,14.36141108711303
-223747990#1,from_-223747990#1,to_-223747990#1,real,13.89,68.74,4.948884089272857
-223747992#2,from_-223747992#2,to_-223747992#2,real,13.89,269.33,19.390208783297336
-223747992#4,from_-223747992#4,to_-223747992#4,real,13.89,9.59,0.6904247660187185
-223747998#2,from_-223747998#2,to_-223747998#2,real,11.11,69.82,6.284428442844284
-223747998#5,from_-223747998#5,to_-223747998#5,real,11.11,120.62,10.856885688568857
-223747998#8,from_-223747998#8,to_-223747998#8,real,11.11,143.42,12.909090909090908
-223748000#0,from_-223748000#0,to_-223748000#0,real,22.22,144.21,6.490099009900991
-223748000#1,from_-223748000#1,to_-223748000#1,real,22.22,70.52,3.173717371737174
-223748000#3,from_-223748000#3,to_-223748000#3,real,22.22,38.64,1.738973897389739
-223802963#2,from_-223802963#2,to_-223802963#2,real,13.89,7.77,0.5593952483801296
-223802965#1,from_-223802965#1,to_-223802965#1,real,13.89,15.5,1.1159107271418287
-223802965#2,from_-223802965#2,to_-223802965#2,real,13.89,18.51,1.3326133909287257
-223802965#7,from_-223802965#7,to_-223802965#7,real,13.89,220.62,15.883369330453563
-223802966#1,from_-223802966#1,to_-223802966#1,real,13.89,14.79,1.0647948164146868
-223802976,from_-223802976,to_-223802976,real,22.22,271.9,12.236723672367237
-223823410,from_-223823410,to_-223823410,real,13.89,176.32,12.694024478041756
-223823412#1,from_-223823412#1,to_-223823412#1,real,13.89,69.16,4.9791216702663785
-224208676,from_-224208676,to_-224208676,real,13.89,38.09,2.742260619150468
-224219590#4,from_-224219590#4,to_-224219590#4,real,13.89,215.55,15.518358531317494
-224219593#3,from_-224219593#3,to_-224219593#3,real,13.89,120.43,8.670266378689705
-224219594#0,from_-224219594#0,to_-224219594#0,real,13.89,94.55,6.807055435565155
-224219594#1,from_-224219594#1,to_-224219594#1,real,13.89,118.46,8.528437724982
-224219597#1,from_-224219597#1,to_-224219597#1,real,13.89,196.34,14.135349172066235
-224219597#4,from_-224219597#4,to_-224219597#4,real,13.89,197.59,14.225341972642187
-224219624#1,from_-224219624#1,to_-224219624#1,real,13.89,250.28,18.018718502519796
-224219624#2,from_-224219624#2,to_-224219624#2,real,13.89,65.71,4.730741540676745
-224219624#5,from_-224219624#5,to_-224219624#5,real,13.89,65.81,4.737940964722823
-224219624#8,from_-224219624#8,to_-224219624#8,real,13.89,24.89,1.7919366450683945
-224706639#2,from_-224706639#2,to_-224706639#2,real,13.89,1936.74,139.4341252699784
-224941018#4,from_-224941018#4,to_-224941018#4,real,13.89,1621.4,116.73146148308136
-225022465#0,from_-225022465#0,to_-225022465#0,real,13.89,81.17,5.843772498200144
-225022465#2,from_-225022465#2,to_-225022465#2,real,13.89,245.6,17.681785457163425
-225022467#1,from_-225022467#1,to_-225022467#1,real,13.89,65.19,4.693304535637148
-225022467#3,from_-225022467#3,to_-225022467#3,real,13.89,287.75,20.716342692584593
-225022469#0,from_-225022469#0,to_-225022469#0,real,13.89,96.65,6.958243340532758
-225022469#1,from_-225022469#1,to_-225022469#1,real,13.89,171.82,12.370050395968322
-225289558#2,from_-225289558#2,to_-225289558#2,real,13.89,306.75,22.084233261339094
-225289559,from_-225289559,to_-225289559,real,13.89,218.32,15.717782577393807
-225289560#0,from_-225289560#0,to_-225289560#0,real,13.89,45.99,3.311015118790497
-225289560#4,from_-225289560#4,to_-225289560#4,real,13.89,1212.62,87.30165586753058
-225289561#1,from_-225289561#1,to_-225289561#1,real,13.89,457.11,32.909287257019436
-225289561#5,from_-225289561#5,to_-225289561#5,real,13.89,507.03,36.50323974082073
-225291157#0,from_-225291157#0,to_-225291157#0,real,13.89,161.09,11.597552195824333
-225291157#1,from_-225291157#1,to_-225291157#1,real,13.89,47.04,3.386609071274298
-225291158,from_-225291158,to_-225291158,real,13.89,231.53,16.668826493880488
-225291159,from_-225291159,to_-225291159,real,13.89,203.02,14.616270698344133
-225398815#0,from_-225398815#0,to_-225398815#0,real,13.89,76.7,5.521958243340532
-225398815#1,from_-225398815#1,to_-225398815#1,real,13.89,238.23,17.1511879049676
-225398816,from_-225398816,to_-225398816,real,13.89,121.57,8.752339812814974
-225398817#0,from_-225398817#0,to_-225398817#0,real,13.89,166.28,11.971202303815694
-225398817#1,from_-225398817#1,to_-225398817#1,real,13.89,30.92,2.226061915046796
-225398817#2,from_-225398817#2,to_-225398817#2,real,13.89,167.39,12.051115910727141
-225398821#1,from_-225398821#1,to_-225398821#1,real,13.89,119.54,8.606191504679625
-225398822#0,from_-225398822#0,to_-225398822#0,real,13.89,80.42,5.789776817854571
-225398822#1,from_-225398822#1,to_-225398822#1,real,13.89,713.82,51.39092872570195
-225398824#0,from_-225398824#0,to_-225398824#0,real,13.89,26.49,1.9071274298056153
-225398824#1,from_-225398824#1,to_-225398824#1,real,13.89,215.31,15.501079913606912
-225398824#10,from_-225398824#10,to_-225398824#10,real,13.89,128.89,9.27933765298776
-225398824#3,from_-225398824#3,to_-225398824#3,real,13.89,191.68,13.79985601151908
-225398824#9,from_-225398824#9,to_-225398824#9,real,13.89,728.93,52.478761699064066
-225523509#1,from_-225523509#1,to_-225523509#1,real,13.89,270.19,19.45212383009359
-225523509#3,from_-225523509#3,to_-225523509#3,real,13.89,334.17,24.05831533477322
-225523510#1,from_-225523510#1,to_-225523510#1,real,13.89,750.1,54.00287976961843
-225523511,from_-225523511,to_-225523511,real,13.89,263.76,18.989200863930883
-225648631#2,from_-225648631#2,to_-225648631#2,real,8.33,348.5,41.83673469387755
-225648631#4,from_-225648631#4,to_-225648631#4,real,8.33,107.29,12.879951980792317
-225648631#5,from_-225648631#5,to_-225648631#5,real,8.33,109.07,13.093637454981993
-225648631#9,from_-225648631#9,to_-225648631#9,real,8.33,689.93,82.82472989195678
-225673398#2,from_-225673398#2,to_-225673398#2,real,13.89,152.34,10.967602591792657
-225685010#0,from_-225685010#0,to_-225685010#0,real,13.89,263.75,18.98848092152628
-225685010#1,from_-225685010#1,to_-225685010#1,real,13.89,19.44,1.3995680345572354
-225685010#2,from_-225685010#2,to_-225685010#2,real,13.89,16.2,1.1663066954643628
-225685242,from_-225685242,to_-225685242,real,13.89,58.0,4.175665946724262
-225685354#3,from_-225685354#3,to_-225685354#3,real,13.89,124.58,8.96904247660187
-225685354#5,from_-225685354#5,to_-225685354#5,real,13.89,88.23,6.352051835853132
-225704030#5,from_-225704030#5,to_-225704030#5,real,13.89,519.68,37.41396688264938
-225704060#3,from_-225704060#3,to_-225704060#3,real,13.89,472.97,34.05111591072714
-225704061,from_-225704061,to_-225704061,real,13.89,120.73,8.691864650827934
-225704062#3,from_-225704062#3,to_-225704062#3,real,13.89,209.29,15.067674586033116
-225705249,from_-225705249,to_-225705249,real,13.89,188.51,13.571634269258459
-225706441#1,from_-225706441#1,to_-225706441#1,real,13.89,2188.87,157.5860331173506
-225707596#2,from_-225707596#2,to_-225707596#2,real,13.89,315.31,22.700503959683225
-225707597#2,from_-225707597#2,to_-225707597#2,real,13.89,173.59,12.497480201583873
-225763675#1,from_-225763675#1,to_-225763675#1,real,13.89,144.08,10.372930165586753
