source,target,speed,cost,type,id,length
to_a2515,from_a3149,13.89,1.0914326853851692,internal,:a2514_3,15.16
to_a2515,from_a3148,10.24,0.3486328125,internal,:a2514_4,3.57
to_a2515,from_a-2515,3.65,0.39452054794520547,internal,:a2514_5,1.44
to_a2515,d_a2514,1.0,1e-07,destination_node,to_a2515_d_a2514,1e-07
from_a260,to_a260,13.89,8.493160547156227,real,a260,117.97
to_a260,from_a317,12.73,1.1798900235663785,internal,:a36_6,15.02
to_a260,from_a-37,7.42,2.6024258760107815,internal,:a36_7,19.31
to_a260,from_a-260,3.65,0.39452054794520547,internal,:a36_8,1.44
to_a260,d_a36,1.0,1e-07,destination_node,to_a260_d_a36,1e-07
from_a261,to_a261,13.89,8.493160547156227,real,a261,117.97
to_a261,from_a-47,5.47,1.780621572212066,internal,:a46_15,9.74
to_a261,from_a601,13.4,1.244776119402985,internal,:a46_16,16.68
to_a261,from_a-313,13.89,1.691144708423326,internal,:a46_17,23.49
to_a261,from_a-299,9.73,2.2086330935251794,internal,:a46_18,21.49
to_a261,from_a-261,3.65,0.39452054794520547,internal,:a46_19,1.44
to_a261,d_a46,1.0,1e-07,destination_node,to_a261_d_a46,1e-07
from_a2622,to_a2622,13.89,15.295176385889128,real,a2622,212.45
to_a2622,from_a-2474,5.74,1.5993031358885017,internal,:a2473_6,9.18
to_a2622,from_a-3467,11.53,1.3486556808326107,internal,:a2473_7,15.55
to_a2622,from_a-2622,3.65,0.3643835616438356,internal,:a2473_8,1.33
to_a2622,d_a2473,1.0,1e-07,destination_node,to_a2622_d_a2473,1e-07
from_a2627,to_a2627,13.89,6.250539956803455,real,a2627,86.82
to_a2627,from_a4332,13.89,1.0914326853851692,internal,:a2626_3,15.16
to_a2627,from_a3618,10.24,0.3486328125,internal,:a2626_4,3.57
to_a2627,from_a-2627,3.65,0.39452054794520547,internal,:a2626_5,1.44
to_a2627,d_a2626,1.0,1e-07,destination_node,to_a2627_d_a2626,1e-07
from_a2665,to_a2665,13.89,13.362131029517638,real,a2665,185.6
to_a2665,from_a3183,7.02,1.51994301994302,internal,:a2664_5,10.67
to_a2665,from_a3184,13.89,1.1900647948164147,internal,:a2664_6,16.53
to_a2665,from_a-3151,13.89,1.2951763858891288,internal,:a2664_7,17.99
to_a2665,from_a-3149,8.42,0.5344418052256532,internal,:a2664_8,4.5
to_a2665,from_a-2665,3.65,0.39452054794520547,internal,:a2664_9,1.44
to_a2665,d_a2664,1.0,1e-07,destination_node,to_a2665_d_a2664,1e-07
from_a267,to_a267,13.89,6.538516918646508,real,a267,90.82
to_a267,from_a484,4.0,0.445,internal,:a266_0,1.78
to_a267,d_a266,1.0,1e-07,destination_node,to_a267_d_a266,1e-07
from_a27,to_a27,13.89,5.836573074154067,real,a27,81.07
to_a27,from_a152,6.51,1.3870967741935483,internal,:a26_0,9.03
to_a27,from_a156,13.89,1.036717062634989,internal,:a26_1,14.4
to_a27,from_a154,8.0,0.50875,internal,:a26_2,4.07
to_a27,from_a-27,3.65,0.39452054794520547,internal,:a26_3,1.44
to_a27,d_a26,1.0,1e-07,destination_node,to_a27_d_a26,1e-07
from_a2773,to_a2773,13.89,5.836573074154067,real,a2773,81.07
to_a2773,from_a-2881,10.74,1.5865921787709496,internal,:a2772_0,17.04
to_a2773,from_a3214,13.89,1.5046796256299495,internal,:a2772_1,20.9
to_a2773,from_a3202,9.73,0.5149023638232271,internal,:a2772_2,5.01
to_a2773,from_a3200,7.42,0.8086253369272237,internal,:a2772_3,6.0
to_a2773,from_a-2773,3.65,0.39452054794520547,internal,:a2772_4,1.44
to_a2773,d_a2772,1.0,1e-07,destination_node,to_a2773_d_a2772,1e-07
from_a2775,to_a2775,13.89,5.836573074154067,real,a2775,81.07
to_a2775,from_a-3318,5.47,1.780621572212066,internal,:a2774_15,9.74
to_a2775,from_a-3850,13.89,1.5104391648668105,internal,:a2774_16,20.98
to_a2775,from_a4261,13.89,1.6882649388048956,internal,:a2774_17,23.45
to_a2775,from_a-3339,11.76,0.5272108843537415,internal,:a2774_18,6.2
to_a2775,from_a-2775,3.65,0.39452054794520547,internal,:a2774_19,1.44
to_a2775,d_a2774,1.0,1e-07,destination_node,to_a2775_d_a2774,1e-07
from_a2777,to_a2777,13.89,5.836573074154067,real,a2777,81.07
to_a2777,from_a-3200,5.47,1.780621572212066,internal,:a2776_24,9.74
to_a2777,from_a3317,13.89,1.5104391648668105,internal,:a2776_25,20.98
to_a2777,from_a3324,13.89,1.6882649388048956,internal,:a2776_26,23.45
to_a2777,from_a3336,9.73,0.5149023638232271,internal,:a2776_27,5.01
to_a2777,from_a3318,7.42,0.8086253369272237,internal,:a2776_28,6.0
to_a2777,from_a-2777,3.65,0.39452054794520547,internal,:a2776_29,1.44
to_a2777,d_a2776,1.0,1e-07,destination_node,to_a2777_d_a2776,1e-07
from_a283,to_a283,13.89,12.710583153347732,real,a283,176.55
to_a283,from_a299,5.47,1.780621572212066,internal,:a282_15,9.74
to_a283,from_a298,8.54,1.9121779859484778,internal,:a282_16,16.33
to_a283,from_a-2509,13.89,1.3628509719222461,internal,:a282_17,18.93
to_a283,from_a467,8.71,0.7095292766934557,internal,:a282_18,6.18
to_a283,from_a-283,3.65,0.39452054794520547,internal,:a282_19,1.44
to_a283,d_a282,1.0,1e-07,destination_node,to_a283_d_a282,1e-07
from_a288,to_a288,13.89,8.78113750899928,real,a288,121.97
to_a288,from_a1786,5.47,1.780621572212066,internal,:a155_12,9.74
to_a288,from_a1784,13.4,1.244776119402985,internal,:a155_13,16.68
to_a288,from_a-156,7.42,2.6024258760107815,internal,:a155_14,19.31
to_a288,from_a-288,3.65,0.39452054794520547,internal,:a155_15,1.44
to_a288,d_a155,1.0,1e-07,destination_node,to_a288_d_a155,1e-07
from_a2880,to_a2880,13.89,8.819294456443485,real,a2880,122.5
to_a2880,from_a-2400,7.65,1.684967320261438,internal,:a2045_8,12.89
to_a2880,from_a-2046,13.4,1.244776119402985,internal,:a2045_9,16.68
to_a2880,from_a-3357,8.0,0.25375,internal,:a2045_10,2.03
to_a2880,from_a-2880,3.65,0.3424657534246575,internal,:a2045_11,1.25
to_a2880,d_a2045,1.0,1e-07,destination_node,to_a2880_d_a2045,1e-07
from_a2881,to_a2881,13.89,14.776817854571634,real,a2881,205.25
to_a2881,from_a3214,5.74,1.5993031358885017,internal,:a2772_20,9.18
to_a2881,from_a3202,13.89,1.4197264218862489,internal,:a2772_21,19.72
to_a2881,from_a3200,13.89,1.5262778977681783,internal,:a2772_22,21.2
to_a2881,from_a-2773,11.65,0.5004291845493563,internal,:a2772_23,5.83
to_a2881,from_a-2881,3.65,0.39452054794520547,internal,:a2772_24,1.44
to_a2881,d_a2772,1.0,1e-07,destination_node,to_a2881_d_a2772,1e-07
from_a2885,to_a2885,13.89,6.450683945284377,real,a2885,89.6
to_a2885,from_a-3736,6.08,1.2730263157894737,internal,:a2884_0,7.74
to_a2885,d_a2884,1.0,1e-07,destination_node,to_a2885_d_a2884,1e-07
from_a2903,to_a2903,13.89,12.710583153347732,real,a2903,176.55
to_a2903,from_a3357,5.47,1.780621572212066,internal,:a2902_3,9.74
to_a2903,from_a3358,10.54,1.555977229601518,internal,:a2902_4,16.4
to_a2903,from_a-2903,3.65,0.39452054794520547,internal,:a2902_5,1.44
to_a2903,d_a2902,1.0,1e-07,destination_node,to_a2903_d_a2902,1e-07
from_a2911,to_a2911,13.89,5.836573074154067,real,a2911,81.07
to_a2911,from_a-3337,7.65,1.684967320261438,internal,:a2910_15,12.89
to_a2911,from_a3362,13.42,1.247391952309985,internal,:a2910_16,16.74
to_a2911,from_a3364,13.89,1.3628509719222461,internal,:a2910_17,18.93
to_a2911,from_a-2913,8.0,0.50875,internal,:a2910_18,4.07
to_a2911,from_a-2911,3.65,0.39452054794520547,internal,:a2910_19,1.44
to_a2911,d_a2910,1.0,1e-07,destination_node,to_a2911_d_a2910,1e-07
from_a2913,to_a2913,13.89,13.362131029517638,real,a2913,185.6
to_a2913,from_a-2911,6.51,1.3870967741935483,internal,:a2910_20,9.03
to_a2913,from_a-3337,13.89,1.3628509719222461,internal,:a2910_21,18.93
to_a2913,from_a3362,13.89,0.31605471562275017,internal,:a2910_22,4.39
to_a2913,from_a3364,8.71,0.23076923076923073,internal,:a2910_23,2.01
to_a2913,from_a-2913,3.65,0.39452054794520547,internal,:a2910_24,1.44
to_a2913,d_a2910,1.0,1e-07,destination_node,to_a2913_d_a2910,1e-07
from_a298,to_a298,13.89,5.836573074154067,real,a298,81.07
to_a298,from_a313,6.51,1.3870967741935483,internal,:a297_12,9.03
to_a298,from_a880,13.89,1.3743700503959682,internal,:a297_13,19.09
to_a298,from_a922,8.71,0.5442020665901263,internal,:a297_14,4.74
to_a298,from_a-298,3.65,0.39452054794520547,internal,:a297_15,1.44
to_a298,d_a297,1.0,1e-07,destination_node,to_a298_d_a297,1e-07
from_a299,to_a299,13.89,8.493160547156227,real,a299,117.97
to_a299,from_a-261,8.54,1.9121779859484778,internal,:a46_20,16.33
to_a299,from_a-47,13.89,1.5104391648668105,internal,:a46_21,20.98
to_a299,from_a601,13.89,1.3743700503959682,internal,:a46_22,19.09
to_a299,from_a-313,7.42,0.9622641509433962,internal,:a46_23,7.14
to_a299,from_a-299,3.65,0.39452054794520547,internal,:a46_24,1.44
to_a299,d_a46,1.0,1e-07,destination_node,to_a299_d_a46,1e-07
from_a3,to_a3,13.89,13.362131029517638,real,a3,185.6
to_a3,from_a1201,6.51,1.3870967741935483,internal,:a2_0,9.03
to_a3,from_a27,13.89,1.3628509719222461,internal,:a2_1,18.93
to_a3,from_a-769,13.89,0.31605471562275017,internal,:a2_2,4.39
to_a3,from_a-3,3.65,0.39452054794520547,internal,:a2_3,1.44
to_a3,d_a2,1.0,1e-07,destination_node,to_a3_d_a2,1e-07
from_a3025,to_a3025,13.89,8.493160547156227,real,a3025,117.97
to_a3025,from_a-2278,5.47,1.780621572212066,internal,:a2277_20,9.74
to_a3025,from_a-3148,10.04,1.7250996015936257,internal,:a2277_21,17.32
to_a3025,from_a3151,13.89,1.5392368610511158,internal,:a2277_22,21.38
to_a3025,from_a3163,13.89,0.36429085673146144,internal,:a2277_23,5.06
to_a3025,from_a-3025,3.65,0.39452054794520547,internal,:a2277_24,1.44
to_a3025,d_a2277,1.0,1e-07,destination_node,to_a3025_d_a2277,1e-07
from_a3029,to_a3029,13.89,6.162706983441324,real,a3029,85.6
to_a3029,from_a3975,6.51,1.3870967741935483,internal,:a3028_3,9.03
to_a3029,from_a-3501,8.0,1.77375,internal,:a3028_4,14.19
to_a3029,from_a-3029,3.65,0.39452054794520547,internal,:a3028_5,1.44
to_a3029,d_a3028,1.0,1e-07,destination_node,to_a3029_d_a3028,1e-07
from_a3043,to_a3043,13.89,13.03599712023038,real,a3043,181.07
to_a3043,from_a3496,10.77,0.9870009285051069,internal,:a3042_3,10.63
to_a3043,from_a3498,8.0,0.42125,internal,:a3042_4,3.37
to_a3043,from_a-3043,3.65,0.39452054794520547,internal,:a3042_5,1.44
to_a3043,d_a3042,1.0,1e-07,destination_node,to_a3043_d_a3042,1e-07
from_a31,to_a31,13.89,5.836573074154067,real,a31,81.07
to_a31,from_a261,5.47,1.780621572212066,internal,:a30_10,9.74
to_a31,from_a283,8.54,1.9121779859484778,internal,:a30_11,16.33
to_a31,from_a267,13.89,1.3628509719222461,internal,:a30_12,18.93
to_a31,from_a260,7.42,0.8086253369272237,internal,:a30_13,6.0
to_a31,from_a-31,3.65,0.39452054794520547,internal,:a30_14,1.44
to_a31,d_a30,1.0,1e-07,destination_node,to_a31_d_a30,1e-07
from_a310,to_a310,13.89,13.880489560835134,real,a310,192.8
to_a310,from_a339,6.51,1.3870967741935483,internal,:a309_12,9.03
to_a310,from_a327,13.89,1.036717062634989,internal,:a309_13,14.4
to_a310,from_a333,8.0,0.50875,internal,:a309_14,4.07
to_a310,from_a-310,3.65,0.39452054794520547,internal,:a309_15,1.44
to_a310,d_a309,1.0,1e-07,destination_node,to_a310_d_a309,1e-07
from_a313,to_a313,13.89,5.836573074154067,real,a313,81.07
to_a313,from_a-299,5.47,1.780621572212066,internal,:a46_0,9.74
to_a313,from_a-261,13.89,1.5104391648668105,internal,:a46_1,20.98
to_a313,from_a-47,13.89,1.6882649388048956,internal,:a46_2,23.45
to_a313,from_a601,8.94,0.6912751677852349,internal,:a46_3,6.18
to_a313,from_a-313,3.65,0.39452054794520547,internal,:a46_4,1.44
to_a313,d_a46,1.0,1e-07,destination_node,to_a313_d_a46,1e-07
from_a3148,to_a3148,13.89,14.688984881209503,real,a3148,204.03
to_a3148,from_a3151,5.56,1.6906474820143886,internal,:a2277_10,9.4
to_a3148,from_a3163,10.36,1.527992277992278,internal,:a2277_11,15.83
to_a3148,from_a-3025,11.1,1.9225225225225226,internal,:a2277_12,21.34
to_a3148,from_a-2278,7.97,2.3889585947302385,internal,:a2277_13,19.04
to_a3148,from_a-3148,3.65,0.39452054794520547,internal,:a2277_14,1.44
to_a3148,d_a2277,1.0,1e-07,destination_node,to_a3148_d_a2277,1e-07
from_a3149,to_a3149,13.89,13.077033837293015,real,a3149,181.64
to_a3149,from_a-2665,7.02,1.51994301994302,internal,:a2664_10,10.67
to_a3149,from_a3183,13.89,1.3218142548596112,internal,:a2664_11,18.36
to_a3149,from_a3184,11.43,0.4208223972003499,internal,:a2664_12,4.81
to_a3149,from_a-3151,7.61,0.607095926412615,internal,:a2664_13,4.62
to_a3149,from_a-3149,3.65,0.39452054794520547,internal,:a2664_14,1.44
to_a3149,d_a2664,1.0,1e-07,destination_node,to_a3149_d_a2664,1e-07
from_a3151,to_a3151,13.89,14.601151907847372,real,a3151,202.81
to_a3151,from_a-3149,5.97,1.6850921273031827,internal,:a2664_15,10.06
to_a3151,from_a-2665,13.89,1.1900647948164147,internal,:a2664_16,16.53
to_a3151,from_a3183,11.43,0.38320209973753283,internal,:a2664_17,4.38
to_a3151,from_a3184,7.38,0.5514905149051491,internal,:a2664_18,4.07
to_a3151,from_a-3151,3.65,0.39452054794520547,internal,:a2664_19,1.44
to_a3151,d_a2664,1.0,1e-07,destination_node,to_a3151_d_a2664,1e-07
from_a3163,to_a3163,13.89,12.894168466522677,real,a3163,179.1
to_a3163,from_a-3184,6.41,1.847113884555382,internal,:a3162_15,11.84
to_a3163,from_a3606,11.06,1.6383363471971066,internal,:a3162_16,18.12
to_a3163,from_a4323,13.89,1.5046796256299495,internal,:a3162_17,20.9
to_a3163,from_a-3496,7.42,0.8086253369272237,internal,:a3162_18,6.0
to_a3163,from_a-3163,3.65,0.39452054794520547,internal,:a3162_19,1.44
to_a3163,d_a3162,1.0,1e-07,destination_node,to_a3163_d_a3162,1e-07
from_a3169,to_a3169,13.89,6.681065514758819,real,a3169,92.8
to_a3169,from_a-3169,3.65,1.2794520547945205,internal,:a3168_0,4.67
to_a3169,d_a3168,1.0,1e-07,destination_node,to_a3169_d_a3168,1e-07
from_a317,to_a317,13.89,5.971922246220302,real,a317,82.95
to_a317,from_a3169,7.65,1.684967320261438,internal,:a316_0,12.89
to_a317,from_a-2151,13.89,1.3628509719222461,internal,:a316_1,18.93
to_a317,from_a-1456,9.73,0.5149023638232271,internal,:a316_2,5.01
to_a317,from_a3609,7.42,0.8086253369272237,internal,:a316_3,6.0
to_a317,from_a-317,3.65,0.39452054794520547,internal,:a316_4,1.44
to_a317,d_a316,1.0,1e-07,destination_node,to_a317_d_a316,1e-07
from_a3183,to_a3183,13.89,13.077033837293015,real,a3183,181.64
to_a3183,from_a-3618,5.74,1.5993031358885017,internal,:a3182_8,9.18
to_a3183,from_a3627,13.89,1.0914326853851692,internal,:a3182_9,15.16
to_a3183,from_a-3606,7.44,0.6532258064516129,internal,:a3182_10,4.86
to_a3183,from_a-3183,3.65,0.39452054794520547,internal,:a3182_11,1.44
to_a3183,d_a3182,1.0,1e-07,destination_node,to_a3183_d_a3182,1e-07
from_a3184,to_a3184,13.89,14.601151907847372,real,a3184,202.81
to_a3184,from_a3606,5.56,1.6906474820143886,internal,:a3162_10,9.4
to_a3184,from_a4323,10.36,1.527992277992278,internal,:a3162_11,15.83
to_a3184,from_a-3496,11.1,1.9225225225225226,internal,:a3162_12,21.34
to_a3184,from_a-3163,7.97,2.3889585947302385,internal,:a3162_13,19.04
to_a3184,from_a-3184,3.65,0.39452054794520547,internal,:a3162_14,1.44
to_a3184,d_a3162,1.0,1e-07,destination_node,to_a3184_d_a3162,1e-07
from_a3194,to_a3194,13.89,6.585313174946004,real,a3194,91.47
to_a3194,from_a-3609,4.2,0.3,internal,:a3193_0,1.26
to_a3194,d_a3193,1.0,1e-07,destination_node,to_a3194_d_a3193,1e-07
from_a3200,to_a3200,13.89,8.493160547156227,real,a3200,117.97
to_a3200,from_a3317,8.54,1.9121779859484778,internal,:a2776_18,16.33
to_a3200,from_a3324,13.89,1.5104391648668105,internal,:a2776_19,20.98
to_a3200,from_a3336,13.89,1.691144708423326,internal,:a2776_20,23.49
to_a3200,from_a3318,9.73,0.7368961973278519,internal,:a2776_21,7.17
to_a3200,from_a-2777,7.42,1.028301886792453,internal,:a2776_22,7.63
to_a3200,from_a-3200,3.65,0.39452054794520547,internal,:a2776_23,1.44
to_a3200,d_a2776,1.0,1e-07,destination_node,to_a3200_d_a2776,1e-07
from_a3202,to_a3202,13.89,12.710583153347732,real,a3202,176.55
to_a3202,from_a4228,6.22,1.779742765273312,internal,:a3201_3,11.07
to_a3202,from_a-3317,7.42,2.6024258760107815,internal,:a3201_4,19.31
to_a3202,from_a-3202,3.65,0.39452054794520547,internal,:a3201_5,1.44
to_a3202,d_a3201,1.0,1e-07,destination_node,to_a3202_d_a3201,1e-07
from_a3214,to_a3214,13.89,13.219582433405327,real,a3214,183.62
to_a3214,from_a3736,6.51,1.3870967741935483,internal,:a3213_0,9.03
to_a3214,from_a3738,13.89,1.036717062634989,internal,:a3213_1,14.4
to_a3214,from_a3746,8.0,0.50875,internal,:a3213_2,4.07
to_a3214,from_a-3214,3.65,0.39452054794520547,internal,:a3213_3,1.44
to_a3214,d_a3213,1.0,1e-07,destination_node,to_a3214_d_a3213,1e-07
from_a327,to_a327,13.89,5.836573074154067,real,a327,81.07
to_a327,from_a3485,7.65,1.684967320261438,internal,:a326_15,12.89
to_a327,from_a4308,13.89,1.5046796256299495,internal,:a326_16,20.9
to_a327,from_a3467,11.76,0.5272108843537415,internal,:a326_17,6.2
to_a327,from_a454,7.42,0.8086253369272237,internal,:a326_18,6.0
to_a327,from_a-327,3.65,0.39452054794520547,internal,:a326_19,1.44
to_a327,d_a326,1.0,1e-07,destination_node,to_a327_d_a326,1e-07
from_a3317,to_a3317,13.89,8.493160547156227,real,a3317,117.97
to_a3317,from_a-3202,5.47,1.780621572212066,internal,:a3201_6,9.74
to_a3317,from_a4228,9.75,1.66974358974359,internal,:a3201_7,16.28
to_a3317,from_a-3317,3.65,0.3643835616438356,internal,:a3201_8,1.33
to_a3317,d_a3201,1.0,1e-07,destination_node,to_a3317_d_a3201,1e-07
from_a3318,to_a3318,13.89,8.493160547156227,real,a3318,117.97
to_a3318,from_a-3850,8.54,1.9121779859484778,internal,:a2774_10,16.33
to_a3318,from_a4261,13.89,1.491720662347012,internal,:a2774_11,20.72
to_a3318,from_a-3339,13.89,1.5262778977681783,internal,:a2774_12,21.2
to_a3318,from_a-2775,7.42,0.9016172506738545,internal,:a2774_13,6.69
to_a3318,from_a-3318,3.65,0.39452054794520547,internal,:a2774_14,1.44
to_a3318,d_a2774,1.0,1e-07,destination_node,to_a3318_d_a2774,1e-07
from_a3324,to_a3324,13.89,13.18214542836573,real,a3324,183.1
to_a3324,from_a4262,6.16,1.7581168831168832,internal,:a3323_0,10.83
to_a3324,d_a3323,1.0,1e-07,destination_node,to_a3324_d_a3323,1e-07
from_a333,to_a333,13.89,5.836573074154067,real,a333,81.07
to_a333,from_a-454,5.47,1.780621572212066,internal,:a332_6,9.74
to_a333,from_a875,13.89,1.2275017998560116,internal,:a332_7,17.05
to_a333,from_a-333,3.65,0.39452054794520547,internal,:a332_8,1.44
to_a333,d_a332,1.0,1e-07,destination_node,to_a333_d_a332,1e-07
from_a3336,to_a3336,13.89,12.710583153347732,real,a3336,176.55
to_a3336,from_a3852,7.65,1.684967320261438,internal,:a3335_8,12.89
to_a3336,from_a3856,13.89,1.3628509719222461,internal,:a3335_9,18.93
to_a3336,from_a3850,7.42,0.8086253369272237,internal,:a3335_10,6.0
to_a3336,from_a-3336,3.65,0.39452054794520547,internal,:a3335_11,1.44
to_a3336,d_a3335,1.0,1e-07,destination_node,to_a3336_d_a3335,1e-07
from_a3337,to_a3337,13.89,5.511159107271418,real,a3337,76.55
to_a3337,from_a3362,5.47,1.780621572212066,internal,:a2910_10,9.74
to_a3337,from_a3364,8.54,1.9121779859484778,internal,:a2910_11,16.33
to_a3337,from_a-2913,13.89,1.3628509719222461,internal,:a2910_12,18.93
to_a3337,from_a-2911,8.71,0.7095292766934557,internal,:a2910_13,6.18
to_a3337,from_a-3337,3.65,0.39452054794520547,internal,:a2910_14,1.44
to_a3337,d_a2910,1.0,1e-07,destination_node,to_a3337_d_a2910,1e-07
from_a3338,to_a3338,13.89,8.493160547156227,real,a3338,117.97
to_a3338,from_a2911,5.47,1.780621572212066,internal,:a1346_5,9.74
to_a3338,from_a-1347,13.42,1.247391952309985,internal,:a1346_6,16.74
to_a3338,from_a-2040,13.89,0.29013678905687545,internal,:a1346_7,4.03
to_a3338,from_a-2401,9.73,0.32682425488180883,internal,:a1346_8,3.18
to_a3338,from_a-3338,3.65,0.39452054794520547,internal,:a1346_9,1.44
to_a3338,d_a1346,1.0,1e-07,destination_node,to_a3338_d_a1346,1e-07
from_a3339,to_a3339,13.89,14.776817854571634,real,a3339,205.25
to_a3339,from_a-2775,10.74,1.5865921787709496,internal,:a2774_20,17.04
to_a3339,from_a-3318,13.89,1.4521238300935926,internal,:a2774_21,20.17
to_a3339,from_a-3850,10.84,0.2804428044280443,internal,:a2774_22,3.04
to_a3339,from_a4261,7.81,0.3777208706786172,internal,:a2774_23,2.95
to_a3339,from_a-3339,3.65,0.39452054794520547,internal,:a2774_24,1.44
to_a3339,d_a2774,1.0,1e-07,destination_node,to_a3339_d_a2774,1e-07
from_a3355,to_a3355,13.89,5.836573074154067,real,a3355,81.07
to_a3355,from_a4273,7.65,1.684967320261438,internal,:a3354_10,12.89
to_a3355,from_a4277,13.89,1.6882649388048956,internal,:a3354_11,23.45
to_a3355,from_a4272,13.89,0.46652267818574517,internal,:a3354_12,6.48
to_a3355,from_a-3362,7.42,0.8086253369272237,internal,:a3354_13,6.0
to_a3355,from_a-3355,3.65,0.39452054794520547,internal,:a3354_14,1.44
to_a3355,d_a3354,1.0,1e-07,destination_node,to_a3355_d_a3354,1e-07
from_a3357,to_a3357,13.89,8.819294456443485,real,a3357,122.5
to_a3357,from_a-2880,6.51,1.3870967741935483,internal,:a2045_12,9.03
to_a3357,from_a-2400,13.89,1.3628509719222461,internal,:a2045_13,18.93
to_a3357,from_a-2046,13.89,0.31605471562275017,internal,:a2045_14,4.39
to_a3357,from_a-3357,3.65,0.39452054794520547,internal,:a2045_15,1.44
to_a3357,d_a2045,1.0,1e-07,destination_node,to_a3357_d_a2045,1e-07
from_a3358,to_a3358,13.89,14.830093592512599,real,a3358,205.99
to_a3358,from_a1780,5.74,1.5993031358885017,internal,:a1342_8,9.18
to_a3358,from_a-1343,13.89,1.1036717062634989,internal,:a1342_9,15.33
to_a3358,from_a-1763,8.42,0.4904988123515439,internal,:a1342_10,4.13
to_a3358,from_a-3358,3.65,0.39452054794520547,internal,:a1342_11,1.44
to_a3358,d_a1342,1.0,1e-07,destination_node,to_a3358_d_a1342,1e-07
from_a3362,to_a3362,13.89,8.493160547156227,real,a3362,117.97
to_a3362,from_a-3355,5.47,1.780621572212066,internal,:a3354_15,9.74
to_a3362,from_a4273,13.42,1.247391952309985,internal,:a3354_16,16.74
to_a3362,from_a4277,13.89,0.29013678905687545,internal,:a3354_17,4.03
to_a3362,from_a4272,9.73,0.32682425488180883,internal,:a3354_18,3.18
to_a3362,from_a-3362,3.65,0.39452054794520547,internal,:a3354_19,1.44
to_a3362,d_a3354,1.0,1e-07,destination_node,to_a3362_d_a3354,1e-07
from_a3364,to_a3364,13.89,12.710583153347732,real,a3364,176.55
to_a3364,from_a-4272,5.47,1.780621572212066,internal,:a3363_4,9.74
to_a3364,from_a3963,13.89,1.691144708423326,internal,:a3363_5,23.49
to_a3364,from_a-3490,9.73,2.2086330935251794,internal,:a3363_6,21.49
to_a3364,from_a-3364,3.65,0.39452054794520547,internal,:a3363_7,1.44
to_a3364,d_a3363,1.0,1e-07,destination_node,to_a3364_d_a3363,1e-07
from_a339,to_a339,13.89,13.362131029517638,real,a339,185.6
to_a339,from_a457,9.42,1.3768577494692145,internal,:a338_0,12.97
to_a339,from_a1562,13.89,1.1792656587473,internal,:a338_1,16.38
to_a339,from_a3490,8.0,0.50875,internal,:a338_2,4.07
to_a339,from_a-339,3.65,0.39452054794520547,internal,:a338_3,1.44
to_a339,d_a338,1.0,1e-07,destination_node,to_a339_d_a338,1e-07
from_a3467,to_a3467,13.89,14.776817854571634,real,a3467,205.25
to_a3467,from_a-2622,12.55,1.4756972111553783,internal,:a2473_0,18.52
to_a3467,from_a-2474,7.44,0.8763440860215053,internal,:a2473_1,6.52
to_a3467,from_a-3467,3.65,0.39452054794520547,internal,:a2473_2,1.44
to_a3467,d_a2473,1.0,1e-07,destination_node,to_a3467_d_a2473,1e-07
from_a3485,to_a3485,13.89,6.585313174946004,real,a3485,91.47
to_a3485,from_a-3963,6.63,0.5686274509803921,internal,:a3484_0,3.77
to_a3485,d_a3484,1.0,1e-07,destination_node,to_a3485_d_a3484,1e-07
from_a3490,to_a3490,13.89,13.03599712023038,real,a3490,181.07
to_a3490,from_a-3364,8.54,1.9121779859484778,internal,:a3363_8,16.33
to_a3490,from_a-4272,13.89,1.5104391648668105,internal,:a3363_9,20.98
to_a3490,from_a3963,7.42,2.6024258760107815,internal,:a3363_10,19.31
to_a3490,from_a-3490,3.65,0.39452054794520547,internal,:a3363_11,1.44
to_a3490,d_a3363,1.0,1e-07,destination_node,to_a3490_d_a3363,1e-07
from_a3496,to_a3496,13.89,8.953923686105112,real,a3496,124.37
to_a3496,from_a-3163,5.47,1.780621572212066,internal,:a3162_20,9.74
to_a3496,from_a-3184,10.04,1.7250996015936257,internal,:a3162_21,17.32
to_a3496,from_a3606,13.89,1.5392368610511158,internal,:a3162_22,21.38
to_a3496,from_a4323,13.89,0.36429085673146144,internal,:a3162_23,5.06
to_a3496,from_a-3496,3.65,0.39452054794520547,internal,:a3162_24,1.44
to_a3496,d_a3162,1.0,1e-07,destination_node,to_a3496_d_a3162,1e-07
from_a3498,to_a3498,13.89,6.450683945284377,real,a3498,89.6
to_a3498,from_a-3975,6.08,1.2730263157894737,internal,:a3497_0,7.74
to_a3498,d_a3497,1.0,1e-07,destination_node,to_a3498_d_a3497,1e-07
from_a3500,to_a3500,13.89,9.107271418286537,real,a3500,126.5
to_a3500,from_a-2508,6.49,2.211093990755008,internal,:a2507_0,14.35
to_a3500,d_a2507,1.0,1e-07,destination_node,to_a3500_d_a2507,1e-07
from_a3501,to_a3501,13.89,13.362131029517638,real,a3501,185.6
to_a3501,from_a-3029,6.51,1.3870967741935483,internal,:a3028_6,9.03
to_a3501,from_a3975,13.89,1.036717062634989,internal,:a3028_7,14.4
to_a3501,from_a-3501,3.65,0.39452054794520547,internal,:a3028_8,1.44
to_a3501,d_a3028,1.0,1e-07,destination_node,to_a3501_d_a3028,1e-07
from_a3606,to_a3606,13.89,14.688984881209503,real,a3606,204.03
